# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;59;1416278977;sda;11.60;0.00;971.10;83.69;0.17;14.38;0.22;0.26
axle;59;1416279037;sda;5.11;0.00;779.10;152.55;0.02;4.17;0.25;0.13
axle;60;1416279097;sda;5.80;0.00;841.12;145.14;0.03;4.46;0.20;0.11
axle;60;1416279157;sda;5.29;0.00;787.91;149.00;0.02;4.67;0.20;0.11
axle;59;1416279217;sda;5.32;0.00;774.29;145.62;0.04;7.00;0.24;0.13
axle;60;1416279277;sda;6.40;20.57;842.49;134.78;0.03;5.32;0.22;0.14
axle;60;1416279337;sda;5.85;0.94;893.58;152.94;0.03;5.23;0.24;0.14
axle;59;1416279397;sda;4.81;0.00;696.12;144.84;0.03;5.73;0.24;0.11
axle;60;1416279457;sda;5.71;0.00;811.96;142.19;0.03;5.61;0.26;0.15
axle;59;1416279517;sda;6.57;0.00;987.64;150.40;0.04;6.04;0.21;0.13
axle;60;1416279577;sda;4.64;0.00;695.66;149.81;0.02;4.72;0.23;0.11
axle;60;1416279637;sda;5.84;2.41;744.47;127.95;0.02;4.26;0.22;0.13
axle;59;1416279697;sda;5.70;0.00;900.13;157.83;0.04;6.91;0.26;0.15
axle;60;1416279757;sda;6.98;0.00;918.12;131.54;0.04;5.39;0.19;0.13
axle;59;1416279817;sda;4.91;0.00;632.03;128.69;0.02;4.78;0.22;0.11
axle;60;1416279877;sda;3.90;0.00;479.01;122.82;0.01;3.71;0.19;0.07
