# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416277499;28971800;235552624;89.05;470548;31967936;207667024;76.09
axle;60;1416277559;26833424;237691000;89.86;470584;34104632;207790388;76.14
axle;60;1416277619;26812124;237712300;89.86;470624;34118936;207655476;76.09
axle;60;1416277679;26795936;237728488;89.87;470652;34134736;207790208;76.14
axle;60;1416277739;26768668;237755756;89.88;470704;34160544;207789652;76.14
axle;60;1416277799;25947440;238576984;90.19;470744;34179856;208694900;76.47
axle;60;1416277859;25040604;239483820;90.53;470788;34185192;209395436;76.73
axle;60;1416277919;25038268;239486156;90.53;470804;34186764;209395436;76.73
axle;60;1416277979;16609064;247915360;93.72;470832;34195660;217818280;79.81
axle;60;1416278039;22661616;241862808;91.43;470852;34200668;211737836;77.59
axle;60;1416278099;22662684;241861740;91.43;470888;34203744;211737836;77.59
