# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416277499;0.00;61327.00;214359.28;0.00;296225.47;0.00;0.00;0.00;0.00
axle;60;1416277559;0.00;262.70;204296.10;0.00;184969.99;0.00;0.00;0.00;0.00
axle;60;1416277619;0.00;260.97;138949.09;0.00;129651.23;0.00;0.00;0.00;0.00
axle;60;1416277679;0.00;212.85;130182.36;0.00;116790.99;0.00;0.00;0.00;0.00
axle;60;1416277739;0.00;360.15;137287.98;0.00;120959.87;0.00;0.00;0.00;0.00
axle;60;1416277799;0.00;306.06;53764.29;0.00;70745.51;0.00;0.00;0.00;0.00
axle;60;1416277859;0.00;36.49;7242.97;0.00;18015.42;0.00;0.00;0.00;0.00
axle;60;1416277919;0.00;35.79;422.45;0.00;6885.20;0.00;0.00;0.00;0.00
axle;60;1416277979;0.00;78.56;41742.97;0.00;21378.24;0.00;0.00;0.00;0.00
axle;60;1416278039;0.00;107.18;761.62;0.00;54251.50;0.00;0.00;0.00;0.00
axle;60;1416278099;0.00;49.69;422.71;0.00;8241.44;0.00;0.00;0.00;0.00
